IQ,Academic_Performance,Internship_Experience,Placement,CGPA_bin,Comm_bin,Projects_bin
108,7,No,No,Low,Low,Low
96,3,Yes,No,Low,Medium,Low
100,6,Yes,No,High,Low,High
94,8,Yes,No,Low,Medium,High
77,5,No,No,Medium,High,High
103,1,No,No,Low,Medium,Low
128,10,No,No,Low,High,Low
86,3,No,No,Low,High,Medium
88,2,Yes,No,High,Low,High
86,6,No,No,Medium,Medium,Low
110,5,No,No,Medium,High,Low
106,7,Yes,No,High,Medium,Medium
97,2,No,No,High,Low,High
86,6,No,No,High,High,Low
101,5,No,No,High,High,Low
76,6,No,No,High,High,Low
102,5,Yes,Yes,High,High,Medium
113,7,No,No,High,Low,High
81,5,Yes,No,High,High,Low
77,7,Yes,No,High,High,High
123,1,No,Yes,Medium,High,Medium
90,9,Yes,No,High,Low,Medium
117,6,Yes,No,High,Medium,Low
97,9,No,No,High,Medium,Low
97,1,No,No,Low,Medium,High
106,2,Yes,No,Medium,Low,Medium
86,7,Yes,No,High,Low,Low
101,4,No,No,Low,Low,High
94,10,No,No,High,Low,High
80,1,Yes,Yes,High,High,High
105,5,Yes,No,High,Medium,Medium
96,4,Yes,No,High,Low,Low
97,6,Yes,Yes,High,High,High
81,7,Yes,Yes,High,High,High
123,3,No,Yes,High,Medium,Medium
113,6,No,Yes,High,Medium,High
114,2,No,No,High,Low,Low
95,10,Yes,No,High,Low,High
74,4,Yes,No,High,Low,High
129,10,Yes,No,Low,Medium,High
99,9,Yes,No,Low,Low,Low
88,7,No,No,Medium,Medium,Medium
106,2,No,No,Medium,High,High
117,6,No,No,High,Medium,Low
99,4,Yes,No,Low,Medium,High
119,8,No,Yes,High,Low,High
116,8,No,No,Medium,Low,Low
83,1,No,No,Medium,Low,Medium
89,8,No,No,Medium,High,Medium
114,10,Yes,Yes,Medium,High,Medium
59,7,Yes,No,Low,Medium,High
97,1,No,No,Low,Low,High
78,3,No,No,High,High,Low
92,5,No,No,Medium,Medium,Medium
95,3,No,No,Medium,High,High
94,3,No,No,High,Low,Medium
91,1,Yes,No,Low,High,Low
83,8,Yes,No,High,Medium,Low
134,9,Yes,No,Low,Medium,High
128,5,Yes,No,Medium,High,Low
82,1,Yes,Yes,High,High,High
123,1,Yes,No,Low,Low,Low
94,9,Yes,No,High,Medium,High
101,1,Yes,Yes,High,High,Medium
99,9,Yes,No,Low,High,Low
90,3,No,No,,Low,Medium
114,3,No,Yes,Medium,High,Medium
101,4,No,No,Low,High,Low
92,5,No,No,Low,High,Medium
80,6,No,No,Medium,Medium,Medium
86,6,No,No,High,Medium,High
75,10,No,No,Medium,High,Medium
100,9,No,No,High,Low,Low
82,1,No,No,High,Low,Medium
96,9,No,No,Medium,High,High
120,4,Yes,No,High,Medium,Low
117,7,No,Yes,,Low,Medium
99,6,No,No,Low,High,Medium
98,9,No,No,Medium,Low,Low
128,2,No,No,High,Medium,Low
107,2,No,No,High,High,High
95,7,No,No,High,Low,Low
78,9,No,No,Medium,Medium,High
105,5,No,No,High,Medium,High
112,7,No,Yes,High,Low,Medium
90,8,Yes,No,High,Low,Medium
104,8,Yes,No,Low,Low,Low
94,4,No,No,High,Medium,Medium
97,10,No,No,Medium,Low,High
62,7,Yes,No,High,High,Low
96,1,Yes,Yes,High,High,Medium
114,4,No,Yes,Medium,High,Medium
90,5,No,No,Low,Medium,High
100,10,Yes,No,Medium,Low,Low
88,7,Yes,Yes,High,High,Medium
105,6,No,No,High,Low,Medium
96,4,No,No,High,High,High
85,3,No,No,Medium,Medium,Medium
119,6,Yes,No,Medium,Low,High
113,10,No,No,Medium,Low,Medium
90,5,No,No,High,Low,High
107,3,No,No,High,Medium,Medium
108,4,No,No,High,Low,Medium
109,2,Yes,No,Medium,Low,Low
74,9,Yes,No,Medium,Medium,Low
115,7,No,Yes,High,Medium,High
91,10,Yes,No,Medium,High,Medium
94,3,No,No,,Low,Low
139,8,No,No,Medium,Low,High
104,8,Yes,No,Low,Low,High
94,1,Yes,No,High,Low,High
66,5,Yes,No,Low,Medium,High
120,5,No,No,Medium,Low,Low
79,3,Yes,No,Medium,Medium,Medium
84,2,No,No,High,Low,High
95,1,Yes,No,Medium,High,Medium
121,4,No,No,Low,High,Low
111,10,No,No,High,Medium,Low
97,2,No,No,Medium,Low,High
104,5,No,Yes,High,High,Medium
90,10,Yes,No,High,High,Medium
102,2,Yes,No,High,Low,Medium
101,1,Yes,No,Medium,Medium,High
114,10,No,Yes,High,Low,Medium
114,10,Yes,Yes,High,High,High
107,10,No,No,High,Medium,High
94,10,No,No,Low,Low,High
111,9,No,No,Medium,Low,Medium
98,2,No,No,High,Medium,Medium
83,10,Yes,No,Low,Medium,Low
93,4,Yes,No,Medium,Low,Low
101,3,No,No,High,Low,Medium
113,1,No,No,Medium,Low,Medium
97,8,No,No,High,Low,Low
81,2,Yes,No,Low,High,Low
100,8,No,No,High,High,Low
101,1,No,No,High,Medium,Medium
102,6,No,No,High,Medium,High
113,4,Yes,Yes,High,Low,Medium
115,3,Yes,Yes,Low,High,High
91,1,Yes,Yes,High,High,High
90,10,No,No,High,High,Low
84,1,Yes,No,Medium,Low,Low
110,7,No,No,High,Medium,Low
121,6,Yes,No,High,Low,High
95,3,No,No,High,Low,High
96,2,No,No,Medium,Low,High
122,10,Yes,No,High,Medium,Low
107,3,No,No,High,Medium,Low
106,8,No,No,Low,Medium,Low
82,7,Yes,No,High,Low,High
110,7,No,No,Medium,Medium,High
86,5,No,No,Medium,Low,Low
82,10,No,No,Low,Medium,Medium
94,3,No,No,Low,Low,Medium
91,1,No,No,Medium,High,Medium
96,1,No,No,Medium,Low,High
78,6,No,No,High,Low,High
114,4,Yes,No,Medium,Low,High
116,7,Yes,No,Medium,High,Low
70,10,No,No,High,Low,Low
114,10,No,Yes,High,Medium,High
87,10,No,No,Medium,Low,Low
112,1,No,No,High,Medium,Low
98,6,Yes,No,High,Medium,Low
100,7,No,No,High,Medium,Medium
97,1,Yes,No,Medium,Low,Medium
118,2,No,No,Low,Medium,Low
81,9,No,No,High,High,Low
109,9,No,No,High,Low,Low
116,6,No,No,Low,Low,Medium
110,4,No,No,Medium,Medium,Medium
134,7,No,Yes,High,High,Medium
92,5,No,No,High,Low,High
114,3,No,Yes,High,Medium,High
98,4,No,No,Low,Medium,Medium
118,2,No,Yes,Medium,High,High
99,6,Yes,No,Low,High,Low
94,3,No,No,Medium,High,Low
119,7,Yes,No,Low,Low,Medium
92,4,Yes,Yes,High,High,High
78,8,No,No,Medium,High,Medium
92,1,Yes,No,High,Low,High
109,9,No,No,Low,High,Low
120,3,No,No,Low,Low,High
101,3,Yes,No,Medium,High,Medium
119,5,No,No,Medium,Low,Low
79,10,No,No,High,Low,Low
93,1,No,No,Medium,Low,Medium
95,3,Yes,No,Low,Low,Low
98,4,No,No,Low,Medium,High
101,2,Yes,No,Low,Low,High
110,6,No,No,High,High,Low
93,10,No,No,Medium,Low,Medium
102,4,No,No,High,Medium,Low
99,1,No,No,High,Medium,High
86,3,No,No,Low,Low,Low
98,7,No,No,Low,High,Medium
97,3,No,No,High,Low,Low
97,6,No,No,High,Low,Low
100,6,Yes,No,Medium,Low,Medium
101,1,Yes,No,Low,High,Medium
93,2,Yes,No,Low,Low,Low
119,10,Yes,No,Medium,Medium,High
82,6,No,No,Low,Low,Low
89,2,Yes,No,Medium,Low,Low
141,2,No,No,Medium,High,Low
84,4,No,No,Low,Low,High
79,8,No,No,Low,High,Low
111,6,No,Yes,High,Medium,Medium
68,8,No,No,High,Medium,Medium
96,4,No,No,High,Low,Low
132,3,Yes,No,Medium,Medium,Medium
76,7,Yes,No,High,Low,Medium
70,7,No,No,Medium,High,Medium
77,2,No,Yes,High,High,High
113,1,Yes,No,Low,Low,High
116,8,No,No,Low,High,Low
92,3,No,Yes,High,High,High
110,6,No,No,Medium,Medium,Low
120,7,No,No,High,Low,Low
126,8,No,No,Medium,Medium,High
96,6,No,No,Medium,Low,High
65,7,No,No,Medium,Medium,High
87,5,No,No,High,Low,High
93,3,No,No,High,Low,Low
96,2,No,No,High,High,Low
97,7,Yes,No,Low,High,Medium
116,8,No,Yes,High,Medium,Medium
119,8,No,No,Medium,Medium,High
97,3,No,No,Low,High,Low
116,2,Yes,No,High,Medium,Low
105,9,No,No,Medium,Low,High
100,6,Yes,No,Low,Low,Medium
113,10,No,No,Low,Low,Medium
101,3,No,No,Medium,Low,Medium
130,5,No,No,Medium,Low,Medium
78,1,No,No,Medium,High,Medium
92,2,No,No,Low,High,High
98,9,Yes,No,Low,Low,Low
106,10,No,Yes,,High,High
119,10,No,Yes,,Low,High
99,3,Yes,No,High,High,Medium
78,8,Yes,No,High,Low,Medium
112,10,No,Yes,High,High,High
111,8,No,No,Low,Low,High
70,5,No,No,Low,High,High
99,8,No,No,High,Low,Low
76,2,No,No,High,Medium,High
90,2,No,No,High,Low,Low
86,4,No,No,High,Medium,Low
112,8,No,No,Medium,High,Low
101,2,No,No,Low,Medium,Low
80,4,Yes,No,Low,Low,Low
113,8,Yes,Yes,Low,High,Medium
78,3,No,No,Medium,Medium,Medium
104,8,Yes,No,Medium,High,Low
87,2,No,No,Low,High,High
94,1,Yes,No,Medium,Low,Medium
107,6,Yes,No,Medium,High,Low
107,8,Yes,No,Medium,High,Low
120,9,Yes,Yes,Medium,High,Medium
98,10,Yes,No,Medium,High,High
104,8,Yes,No,High,Medium,Medium
93,2,No,No,High,Medium,Medium
102,1,Yes,No,Low,Low,High
106,7,Yes,No,Low,Medium,High
98,7,No,No,High,Medium,Medium
72,3,No,No,Medium,High,Medium
104,6,Yes,No,High,Low,Low
105,7,Yes,No,Medium,Low,Low
89,9,Yes,No,High,High,Low
80,1,No,No,High,Low,Medium
122,3,No,No,High,High,Low
107,5,Yes,No,Low,Low,High
96,3,No,Yes,High,High,High
82,8,No,No,High,Medium,Low
87,10,Yes,No,High,Low,Medium
119,6,Yes,No,Low,Low,Medium
102,2,Yes,Yes,High,High,Medium
91,1,No,No,Low,High,High
107,10,No,No,Medium,Medium,Medium
87,5,Yes,No,High,High,Low
122,9,No,No,Low,Low,High
120,10,No,No,High,Medium,Low
93,9,No,No,High,Low,Medium
90,1,No,No,Low,Low,High
60,3,No,No,High,Medium,Medium
77,6,Yes,Yes,High,High,Medium
79,5,No,No,Medium,Medium,Low
102,4,No,No,High,Low,Medium
95,2,Yes,No,Medium,Medium,Low
79,4,Yes,No,High,Low,Medium
95,5,Yes,No,Medium,Low,Medium
107,2,No,No,Medium,Medium,High
107,10,No,No,Low,Low,High
71,1,No,No,High,Low,High
98,7,No,No,High,Low,High
79,7,Yes,No,Medium,Medium,Medium
113,8,No,No,Medium,Low,High
111,10,No,No,Medium,Medium,High
86,6,No,No,Medium,High,High
88,1,No,No,Medium,High,Medium
93,8,No,No,Medium,Low,High
66,2,No,No,Medium,High,Medium
105,3,No,No,Low,Medium,Low
95,8,No,No,Medium,High,Low
114,4,Yes,Yes,High,High,High
83,5,No,No,Medium,Low,Medium
90,9,Yes,No,Low,Medium,Low
77,7,Yes,No,Low,Low,Medium
84,10,Yes,No,,Medium,Medium
82,7,No,No,High,Low,Medium
114,1,No,Yes,High,Low,Medium
89,1,No,Yes,High,High,High
101,8,No,No,Medium,Medium,High
94,10,No,Yes,High,High,Medium
80,1,No,No,Medium,Medium,High
97,10,No,No,Medium,Low,High
108,2,Yes,No,High,Low,High
81,4,No,No,Medium,Low,Low
112,9,No,Yes,High,Low,High
87,7,Yes,No,Medium,Low,Low
92,7,Yes,No,High,High,Low
107,10,No,No,Medium,High,Low
90,7,No,No,Low,Low,Medium
100,5,No,No,High,Medium,Medium
95,1,No,No,High,Medium,Medium
101,5,No,No,,Low,High
64,8,Yes,No,High,Medium,High
72,7,No,No,High,High,Low
109,7,No,No,High,High,Low
115,2,No,No,Low,Medium,Medium
86,1,No,No,Medium,Medium,High
96,4,Yes,No,Medium,High,Low
104,8,No,No,High,Low,Low
110,1,Yes,No,Low,Low,Medium
69,2,No,No,High,Low,Low
86,7,Yes,No,High,Medium,Low
95,5,No,No,High,Medium,High
110,6,Yes,No,Low,Low,Medium
137,8,No,No,Medium,Low,High
96,9,No,No,High,Low,Low
78,8,No,No,Medium,High,High
106,1,No,No,Medium,Low,High
119,4,No,No,Medium,Medium,High
101,5,No,No,Low,Medium,Low
86,9,No,No,Medium,Low,Medium
114,6,No,No,High,Low,Low
109,6,No,No,High,Medium,Medium
84,3,No,No,High,Low,Medium
105,2,No,No,Low,High,Low
114,2,No,Yes,High,Medium,Medium
117,7,Yes,No,High,Low,Low
99,5,No,No,Low,Low,High
94,10,No,No,Medium,Medium,Medium
118,1,Yes,No,Low,Low,High
81,5,No,Yes,High,High,High
106,1,No,Yes,High,High,Medium
79,9,No,Yes,High,High,Medium
115,8,Yes,No,Medium,High,Low
96,4,Yes,No,High,Medium,High
119,1,No,No,Low,Medium,Low
107,8,No,No,Medium,Medium,Low
81,5,Yes,No,Medium,Medium,Low
121,1,No,No,Low,Medium,High
123,2,Yes,Yes,High,High,Medium
113,5,No,Yes,Medium,High,Medium
88,9,No,No,High,Medium,Low
95,10,No,No,Medium,Medium,High
102,8,No,No,High,High,Low
89,10,No,No,High,Medium,Low
125,8,No,No,High,Low,Low
102,9,Yes,No,High,Low,Medium
59,2,Yes,Yes,High,High,Medium
105,7,No,No,High,Medium,Medium
94,10,Yes,No,Medium,Low,Low
98,5,Yes,No,High,Low,Medium
94,3,Yes,No,High,Low,High
112,10,No,Yes,High,Medium,High
116,8,No,No,High,Medium,Medium
104,2,No,No,Medium,High,Medium
94,4,Yes,Yes,High,High,Medium
99,5,Yes,No,High,Low,Low
100,5,Yes,No,Medium,Low,High
87,4,No,No,Medium,Low,High
108,3,No,No,Medium,Medium,High
106,3,Yes,No,Medium,Medium,Low
123,5,Yes,No,Low,Medium,High
118,10,No,No,Medium,Low,Low
89,6,No,No,High,Low,Medium
112,1,Yes,No,Low,Low,High
85,4,No,No,Medium,High,High
110,10,No,No,High,Low,High
92,10,Yes,Yes,High,High,High
84,6,No,No,,Medium,High
104,2,Yes,No,Medium,Medium,Medium
59,10,Yes,No,High,High,Low
73,5,Yes,No,Low,Medium,Medium
97,9,No,No,High,Low,Low
101,3,No,No,High,High,Low
94,3,No,No,Medium,High,High
76,9,No,No,Medium,Low,High
87,3,Yes,No,Low,Medium,Low
105,4,No,No,High,Low,High
108,9,Yes,No,Medium,High,High
99,4,Yes,No,High,Medium,Medium
117,5,No,No,Low,Medium,Low
105,2,No,No,Low,Medium,Medium
88,8,No,No,High,Low,High
95,9,No,No,High,Medium,Medium
78,10,No,No,High,Low,Low
98,4,No,No,Medium,Low,High
116,3,No,No,Low,Medium,Medium
110,4,Yes,No,High,High,Low
121,7,No,No,High,High,Low
95,1,Yes,No,Low,Low,Low
120,2,No,No,High,Medium,Low
97,10,Yes,No,Medium,Medium,Low
122,5,Yes,Yes,Low,High,High
99,9,No,No,Medium,High,Medium
110,6,Yes,No,High,Medium,Medium
122,3,Yes,Yes,High,Low,Medium
97,3,Yes,No,Medium,High,Low
103,7,No,No,High,High,High
119,3,Yes,No,Low,Medium,High
98,10,Yes,Yes,High,High,High
80,3,No,Yes,High,High,High
132,10,No,No,High,Low,Low
92,7,No,No,Low,Medium,Low
102,9,No,No,High,Medium,Low
117,9,Yes,Yes,High,High,Low
90,3,No,No,High,Low,Low
84,8,No,Yes,,High,High
103,1,No,No,High,Medium,Medium
73,8,Yes,No,Low,Low,High
95,2,No,No,High,Low,High
103,4,No,No,High,Low,Low
95,7,No,No,High,Medium,Medium
76,6,Yes,No,Medium,Low,High
123,9,Yes,No,Medium,Low,Low
101,8,No,No,Medium,Medium,Low
121,2,Yes,No,Medium,Low,Low
96,4,No,No,Medium,Low,Low
86,1,Yes,No,High,Low,Medium
104,7,Yes,No,Low,Medium,Medium
96,4,No,No,Low,High,Medium
82,8,No,No,Low,Low,High
122,2,No,Yes,Medium,High,High
90,8,Yes,Yes,High,High,Medium
72,2,No,No,Low,Medium,Medium
119,8,Yes,Yes,Low,High,Medium
92,1,No,No,High,Medium,Low
90,2,Yes,Yes,High,High,Medium
73,5,No,No,Low,High,High
126,1,No,Yes,High,Medium,Medium
80,5,No,No,High,Medium,Low
100,5,No,No,High,Low,High
113,7,No,No,Medium,Medium,Medium
106,2,Yes,No,High,Medium,High
99,2,Yes,No,Low,High,Medium
74,6,Yes,No,Medium,Medium,Low
87,10,No,No,Medium,Medium,High
102,3,Yes,No,High,Low,High
88,8,Yes,No,High,Low,Low
103,3,No,No,High,Low,Medium
110,10,Yes,No,Low,High,High
114,4,No,No,Medium,Low,Low
81,7,No,No,Medium,Low,Medium
132,1,Yes,No,High,Medium,Low
111,1,No,No,High,Medium,Low
99,9,No,No,High,Low,Medium
116,6,No,Yes,High,Low,Medium
135,5,No,Yes,High,High,High
78,2,Yes,Yes,High,High,Medium
96,2,Yes,No,Medium,Medium,High
64,7,No,No,High,Low,High
102,6,No,No,High,High,Low
105,8,Yes,No,High,Medium,Low
99,3,No,No,,Low,Low
90,3,No,No,High,Medium,High
69,5,No,Yes,High,High,Medium
105,10,Yes,No,High,Medium,Low
121,4,Yes,No,Low,Medium,High
91,8,No,No,Medium,Medium,High
106,6,No,No,Medium,Low,High
76,8,No,No,Medium,Low,Medium
106,7,No,Yes,High,High,Medium
94,2,No,No,High,Medium,Low
88,9,No,No,High,Low,Medium
88,6,Yes,No,High,Medium,High
94,6,No,No,Medium,Medium,Medium
105,2,No,No,High,Low,Low
80,9,No,No,High,Low,Low
94,1,Yes,No,Medium,Low,High
99,6,No,No,Low,Medium,High
83,8,No,No,High,Medium,Medium
126,2,No,Yes,High,High,Medium
87,3,No,No,High,Low,Medium
89,10,Yes,No,High,Low,Low
85,10,No,No,Medium,High,High
126,7,No,Yes,Medium,High,High
108,1,No,No,Medium,Low,Medium
85,5,No,No,High,Low,Medium
116,6,Yes,Yes,Low,High,High
103,10,Yes,Yes,High,High,Medium
103,7,Yes,No,High,Low,High
94,10,No,No,High,Low,Low
88,10,No,No,High,Low,Low
105,7,Yes,No,,Low,High
91,3,Yes,No,Medium,High,Medium
127,7,Yes,No,Low,Medium,Low
80,1,No,No,Medium,Low,Medium
123,4,Yes,Yes,High,High,Low
98,7,Yes,No,Low,High,Medium
104,7,No,No,High,Low,Medium
112,4,No,Yes,Low,High,High
90,1,No,No,Medium,Low,Low
112,8,No,No,Low,Medium,Low
59,4,No,No,High,Medium,Low
89,2,Yes,No,High,Medium,Low
86,4,No,Yes,High,High,High
81,8,No,Yes,High,High,High
96,8,No,No,High,Low,Medium
105,5,Yes,No,Medium,Low,Low
110,2,Yes,No,High,Low,Medium
103,7,No,No,High,Medium,Low
90,3,Yes,No,High,High,Low
105,6,No,No,High,Low,Medium
101,9,Yes,No,High,Low,Medium
114,5,No,Yes,High,Low,Medium
111,9,No,Yes,High,High,High
100,4,No,No,Low,Low,High
86,9,No,No,High,Medium,Medium
90,1,No,No,Low,High,High
91,4,Yes,No,High,Medium,Medium
95,1,Yes,No,High,Low,High
104,9,Yes,No,,Low,Medium
110,8,No,No,Low,High,Low
99,8,No,No,Low,High,High
100,7,Yes,No,Low,Low,Medium
102,9,No,No,Medium,Medium,Medium
92,3,No,No,High,Low,Low
86,7,Yes,Yes,High,High,High
73,6,Yes,No,High,Low,Low
89,5,Yes,No,High,Low,Low
107,9,No,No,Medium,Low,Low
89,4,No,No,Low,Low,Medium
96,3,Yes,No,Low,Low,Medium
106,3,No,No,High,Medium,Low
107,2,No,No,High,Medium,High
83,1,No,No,High,Low,High
114,3,Yes,No,Medium,Medium,High
116,8,No,Yes,Medium,High,Medium
83,6,Yes,No,High,High,Low
87,2,No,No,Low,Low,High
117,8,No,Yes,High,Low,High
97,5,Yes,No,Medium,High,Low
66,4,No,No,Low,Medium,Low
79,1,No,Yes,High,High,High
96,1,No,No,Medium,Medium,High
82,4,No,No,High,Medium,Low
93,9,No,No,High,Low,Medium
100,10,No,No,Medium,High,High
121,10,Yes,No,High,Medium,Low
95,6,No,Yes,High,High,Medium
116,1,No,Yes,Medium,High,Medium
121,8,No,Yes,High,High,High
121,9,Yes,Yes,High,Medium,High
104,2,No,No,Low,Medium,Medium
70,6,No,No,High,Low,Medium
106,7,No,No,High,Low,Medium
115,1,No,Yes,High,Low,High
98,5,Yes,No,High,Low,Low
126,5,Yes,No,Medium,Low,High
112,3,No,No,High,Medium,Low
108,2,Yes,No,Medium,Medium,Medium
116,1,No,No,High,Low,High
105,6,No,No,High,Medium,Low
62,7,No,No,High,Medium,Medium
92,2,No,No,Low,Medium,Low
117,2,No,Yes,High,High,Medium
87,5,Yes,No,High,Low,Low
96,5,Yes,No,High,Medium,Medium
84,3,No,No,High,Low,Medium
126,3,No,Yes,High,High,High
125,1,No,Yes,Medium,High,Medium
86,3,No,No,Medium,High,Low
102,9,No,No,High,Medium,Medium
89,2,No,No,High,Low,Low
109,1,Yes,Yes,High,High,Medium
107,9,No,No,High,Low,Low
112,5,Yes,Yes,High,Medium,High
104,8,No,No,Medium,Low,High
144,4,No,No,Low,High,Low
84,8,Yes,No,Medium,Low,High
74,5,No,No,Medium,Low,High
94,6,No,No,Medium,High,Low
76,6,No,No,Medium,High,Medium
77,6,Yes,No,Low,High,Low
84,2,No,No,Medium,High,Medium
86,10,No,No,Medium,High,High
85,10,Yes,No,High,High,Low
107,9,Yes,No,Medium,High,Medium
92,7,No,No,Medium,Low,Low
97,3,Yes,Yes,High,High,Medium
113,2,No,No,Low,Medium,High
88,4,No,No,High,High,Low
96,8,Yes,Yes,High,High,Medium
105,9,No,Yes,High,High,Medium
70,10,No,Yes,High,High,Medium
64,2,Yes,No,Low,Low,Low
105,6,No,No,High,High,High
107,8,Yes,No,High,High,High
130,3,Yes,Yes,Low,High,High
102,9,Yes,No,Medium,High,Low
112,4,Yes,No,Medium,High,Low
97,5,No,No,High,Low,Low
104,7,No,Yes,High,High,High
125,5,Yes,Yes,Low,High,Medium
68,4,Yes,No,Medium,High,Medium
106,4,No,No,High,Low,Low
132,5,Yes,No,Medium,Medium,High
104,3,Yes,No,High,Low,High
124,9,No,No,Medium,Medium,Medium
90,2,No,No,Low,High,High
99,7,No,Yes,High,High,Medium
100,4,Yes,No,High,Low,Medium
66,8,No,No,Medium,Medium,High
82,7,No,No,High,High,Medium
83,8,No,No,Low,Low,Low
112,4,Yes,Yes,Medium,High,Medium
113,2,No,No,Medium,Low,Low
104,7,Yes,No,Medium,Medium,High
112,9,No,No,,Low,Low
97,6,Yes,No,High,Low,Low
118,7,No,No,Low,High,Low
100,6,Yes,No,Low,High,Low
100,2,No,No,Medium,High,Low
96,9,Yes,No,High,Medium,Medium
110,5,No,No,Medium,High,High
93,3,No,No,Medium,Medium,High
114,4,No,No,High,Low,Medium
83,4,Yes,No,Medium,Low,High
83,9,No,No,Low,Low,High
110,5,Yes,No,Low,Medium,Low
98,2,No,No,Medium,High,High
93,6,No,No,Low,High,Medium
113,7,No,No,Medium,Medium,Medium
90,8,Yes,No,High,Low,High
96,5,Yes,No,High,Medium,Medium
120,8,No,No,High,Low,High
123,8,Yes,Yes,High,High,Medium
123,4,No,Yes,Medium,High,Medium
95,7,No,No,High,Low,High
118,9,No,No,Medium,Medium,Low
85,10,No,No,Medium,High,High
86,4,No,No,Medium,High,Low
64,9,Yes,No,Low,Low,Low
125,4,No,Yes,,High,Medium
87,1,Yes,No,Low,Medium,Low
98,4,Yes,No,Medium,Medium,Low
86,2,Yes,No,Medium,Low,Low
110,6,Yes,No,Low,Medium,High
94,8,No,No,Medium,High,High
80,6,No,No,Low,High,High
106,9,Yes,No,Medium,Low,Medium
78,6,No,No,High,Low,Medium
87,7,Yes,No,Medium,Low,Low
68,5,Yes,No,Low,Medium,Low
78,8,Yes,No,High,Medium,Low
102,2,No,No,,Low,Medium
70,2,No,No,Low,Low,Medium
77,8,No,No,Low,High,Medium
99,6,No,No,,Medium,High
91,2,No,No,Medium,Low,Low
129,6,No,No,High,Low,Medium
127,8,No,No,Medium,Low,Medium
86,6,No,No,,Medium,Low
108,9,No,No,,High,Low
111,6,Yes,Yes,High,High,Medium
91,3,Yes,No,Medium,High,High
77,9,No,No,Medium,Medium,Medium
99,10,Yes,No,Medium,Medium,Low
97,5,No,Yes,High,High,Medium
93,6,No,No,High,Medium,Medium
106,4,No,No,Medium,Medium,Low
88,3,Yes,No,High,Medium,Medium
82,10,No,No,Medium,High,High
101,5,No,No,Medium,Low,Medium
105,3,No,Yes,High,High,Medium
82,2,No,No,Medium,High,Medium
113,6,No,No,Medium,Medium,High
73,8,No,No,Low,Low,Medium
91,3,Yes,No,High,Medium,Medium
96,6,Yes,Yes,High,High,High
90,9,No,No,,Medium,Medium
91,1,Yes,No,High,Medium,High
128,3,No,Yes,High,Low,Medium
87,2,No,No,Low,Low,Medium
136,8,Yes,No,,Low,Low
106,9,Yes,No,High,Low,High
101,10,No,No,High,Low,High
107,6,Yes,No,High,High,Low
137,3,No,Yes,High,Medium,High
85,10,No,No,Low,Low,Medium
83,8,No,No,Medium,High,High
88,10,Yes,No,High,Low,Medium
100,7,Yes,Yes,High,High,Medium
74,2,No,No,High,Medium,Medium
100,7,No,No,Medium,Low,High
125,1,No,No,Medium,Medium,Low
102,8,No,No,High,Low,Low
95,5,Yes,Yes,High,High,High
90,9,No,Yes,High,High,Medium
113,3,No,No,Medium,Medium,Low
87,7,Yes,No,,Low,Low
127,8,Yes,Yes,High,High,Low
129,1,No,Yes,High,Low,Medium
103,6,Yes,No,Low,Low,High
99,2,No,No,Medium,Medium,Low
115,8,Yes,Yes,High,High,Medium
116,6,No,Yes,Low,High,Medium
87,3,No,No,High,Low,High
92,4,Yes,No,High,Low,Low
80,7,No,No,High,Low,Low
106,9,Yes,No,Medium,Low,Medium
109,10,Yes,No,Medium,Low,Low
79,2,No,No,High,Medium,Medium
93,9,No,No,High,Medium,Medium
79,6,No,No,Low,Medium,Medium
86,2,No,No,Low,High,Medium
108,8,No,No,High,High,Low
88,4,Yes,No,Low,Low,Low
95,8,Yes,No,High,Medium,High
75,7,No,No,Medium,Low,Medium
102,7,Yes,No,High,Low,High
99,7,No,No,High,Medium,High
89,2,No,No,High,High,Medium
97,8,No,No,Low,Medium,Low
102,2,No,No,High,Medium,High
87,3,No,No,High,Medium,Low
77,10,No,Yes,High,High,Medium
127,7,No,No,High,Medium,High
90,7,No,No,High,Medium,High
98,7,Yes,No,Low,Low,High
115,4,No,Yes,High,Low,High
152,5,No,No,Medium,Low,High
81,7,No,No,Medium,Low,High
106,8,Yes,No,Low,High,Medium
89,3,No,No,Medium,High,High
91,6,No,No,Medium,High,Low
89,9,No,No,Medium,High,Medium
83,10,Yes,No,High,High,Low
99,5,No,No,Medium,High,High
77,4,Yes,No,High,Medium,High
114,9,No,Yes,Low,High,High
100,4,Yes,No,High,Medium,Low
106,3,No,No,Medium,Low,Medium
93,7,Yes,No,,Medium,Medium
94,5,No,No,High,Low,Low
104,1,No,No,Medium,Medium,Low
82,8,No,No,High,Medium,Medium
94,1,No,No,Medium,Low,Medium
87,9,Yes,No,High,Low,High
86,1,Yes,No,Low,High,Low
68,4,Yes,No,Medium,High,High
120,10,No,No,Medium,Medium,High
89,4,No,No,High,Low,High
117,9,No,No,Medium,High,Low
116,1,No,Yes,High,High,High
80,10,No,No,Medium,Low,Low
83,9,Yes,No,Low,Low,Medium
138,4,Yes,Yes,High,High,Medium
126,7,Yes,Yes,High,High,Medium
